compound_id,compound_name,producing_organism,mibig_cluster,canonical_smiles,lipid_tail_smiles
219,Hassallidin D3,Hassallia sp.,BGC0000369,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)OC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)OC2OC(COC(C)=O)C(O)C(O)C2OC(C)=O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,CCCCCCCCCCCCCC(OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C1O)C(C)C(=O)O
220,Hassallidin D4,Hassallia sp.,BGC0000369,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)OC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)OC2OC(CO)C(OC(C)=O)C(O)C2OC(C)=O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,CCCCCCCCCCCCCC(OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C1O)C(C)C(=O)O
221,Hassallidin D5,Hassallia sp.,BGC0000369,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)OC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)OC2OC(CO)C(O)C(OC(C)=O)C2OC(C)=O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,CCCCCCCCCCCCCC(OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C1O)C(C)C(=O)O
222,Hassallidin D6,Hassallia sp.,BGC0000369,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)OC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)OC2OC(CO)C(OC(C)=O)C(OC(C)=O)C2O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,CCCCCCCCCCCCCC(OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C1O)C(C)C(=O)O
223,Helioferin A,Mycogone rosea DSM 8822,,CCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)CC)C(C)CC,CCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)CC)C(C)CC
224,Helioferin B,Mycogone rosea DSM 8822,,CCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CN(C)CCO)C(C)CC)C(C)CC,CCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)CC)C(C)CC
225,hormaomycin,Streptomyces griseoflavus,BGC0000374,CC=CC1CC2C(=O)OC(C)C(NC(=O)C(CC3CC3[N+](=O)[O-])NC(=O)c3ccc(Cl)n3O)C(=O)NC(C(C)c3ccccc3)C(=O)NC(CC3CC3[N+](=O)[O-])C(=O)NC(C(C)c3ccccc3)C(=O)NC(C(C)CC)C(=O)N2C1,O=C(O)c1ccc(Cl)n1O
226,Iturin A1,Bacillus amyloliquefaciens,BGC0001098,CCCCCCCCCCCC1CC(=O)NC(CC(N)=O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)N2CCCC2C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)N1,CCCCCCCCCCCC(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C1CCCN1C(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CC(N)=O
227,Iturin A2,Bacillus amyloliquefaciens,BGC0001098,CC(C)CCCCCCCCCC1CC(=O)NC(CC(N)=O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)N2CCCC2C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)N1,CC(C)CCCCCCCCCC(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C1CCCN1C(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CC(N)=O
228,Iturin A3,Bacillus amyloliquefaciens,BGC0001098,CCC(C)CCCCCCCCC1CC(=O)NC(CC(N)=O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)N2CCCC2C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)N1,CCC(C)CCCCCCCCC(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C1CCCN1C(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CC(N)=O
229,Iturin A4,Bacillus amyloliquefaciens,BGC0001098,CC(C)CCCCCCCCCCC1CC(=O)NC(CC(N)=O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)N2CCCC2C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)N1,CC(C)CCCCCCCCCCC(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C1CCCN1C(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CC(N)=O
230,Iturin A5,Bacillus amyloliquefaciens,BGC0001098,CCCCCCCCCCCCCC1CC(=O)NC(CC(N)=O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)N2CCCC2C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)N1,CCCCCCCCCCCCCC(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C1CCCN1C(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CC(N)=O
231,Iturin C1,Bacillus subtilis,BGC0001098,CCCCCCCCCCCC1CC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)N2CCCC2C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)N1,CCCCCCCCCCCC(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C1CCCN1C(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CC(=O)O
232,Iturin C2,Bacillus subtilis,BGC0001098,CC(C)CCCCCCCCCC1CC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)N2CCCC2C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)N1,CC(C)CCCCCCCCCC(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C1CCCN1C(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CC(=O)O
233,Iturin C3,Bacillus subtilis,BGC0001098,CCC(C)CCCCCCCCC1CC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)N2CCCC2C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)N1,CCC(C)CCCCCCCCC(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C1CCCN1C(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CC(=O)O
234,Iturin C4,Bacillus subtilis,BGC0001098,CC(C)CCCCCCCCCCC1CC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)N2CCCC2C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)N1,CC(C)CCCCCCCCCCC(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C1CCCN1C(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CC(=O)O
235,Iturin C5,Bacillus subtilis,BGC0001098,CCCCCCCCCCCCCC1CC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)N2CCCC2C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)N1,CCCCCCCCCCCCCC(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C1CCCN1C(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CC(=O)O
240,Kahalalide 5-OHKF,Bryopsis pennata,,CC=C1NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)C(NC(=O)C(NC(=O)C(CCCN)NC(=O)C2CCCN2C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CCCC(C)(C)O)C(C)C)C(C)O)C(C)C)C(C)C)C(C)CC)C(C)OC(=O)C(C(C)C)NC1=O,CC(C)(O)CCCC(=O)O
241,Kahalalide A,Elysia rufescens,,CCC(C)C(=O)NC(Cc1ccccc1)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)OC1C,CCC(C)C(=O)O
242,Kahalalide B,Elysia rufescens,,CC(C)CCCC(=O)NC(Cc1ccc(O)cc1)C(=O)NC1COC(=O)CNC(=O)C(C(C)O)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC1=O,CC(C)CCCC(=O)O
243,Kahalalide C,Elysia rufescens,,CCCC(=O)NC(Cc1ccccc1)C(=O)NC1C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(C)CC)C(=O)OC1C,CCCC(=O)O
244,Kahalalide D,Elysia rufescens,,CC(C)CCCC1CC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)O1,CC(C)CCCC(CC(=O)O)OC(=O)C(CCCN=C(N)N)NC(=O)C1CCCN1C(=O)C(N)Cc1c[nH]c2ccccc12
245,Kahalalide E,Elysia rufescens,,CC(C)CCCCCC1CC(=O)NC(C)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)O1,CC(C)CCCCCC(CC(=O)O)OC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(C)C)NC(=O)C1CCCN1C(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(C)N
246,Kahalalide F,Elysia rufescens,,CC=C1NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)C(NC(=O)C(NC(=O)C(CCCN)NC(=O)C2CCCN2C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CCCC(C)C)C(C)C)C(C)O)C(C)C)C(C)C)C(C)CC)C(C)OC(=O)C(C(C)C)NC1=O,CC(C)CCCC(=O)O
247,Kahalalide G,Elysia rufescens,,CC=C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(CCCN)NC(=O)C1CCCN1C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CCCC(C)C)C(C)C)C(C)O)C(C)C)C(C)C)C(C)CC)C(C)O)C(C)CC)C(C)C)C(=O)NC(C(=O)O)C(C)C,CC(C)CCCC(=O)O
248,Kahalalide H,Elysia rufescens,,CC(C)CCCCCC(O)CC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CO)C(=O)NC(C(=O)N1CC(O)CC1C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C,CC(C)CCCCCC(O)CC(=O)O
249,Kahalalide isoKF,Bryopsis pennata,,CC=C1NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)C(NC(=O)C(NC(=O)C(CCCN)NC(=O)C2CCCN2C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CCC(C)CC)C(C)C)C(C)O)C(C)C)C(C)C)C(C)CC)C(C)OC(=O)C(C(C)C)NC1=O,CCC(C)CCC(=O)O
250,Kahalalide J,Elysia rufescens,,CC(C)CCCCCC(O)CC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CO)C(=O)NC(C(=O)N1CC(O)CC1C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)O)C(C)C,CC(C)CCCCCC(O)CC(=O)O
251,Kahalalide K,Bryopsis pennata,,CC(C)CCCCCC1CC(=O)NC(Cc2ccccc2)C(=O)N2CC(O)CC2C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(CC(N)=O)C(=O)NC(Cc2ccc(O)cc2)C(=O)O1,CC(C)CCCCCC(CC(=O)O)OC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(C)NC(=O)C1CC(O)CN1C(=O)C(N)Cc1ccccc1)C(C)C
252,Kahalalide NorKA,Bryopsis pennata,,CC(C)CC1NC(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)C(C)C)C(C)OC(=O)C(CO)NC(=O)C(C(C)O)NC1=O,CC(C)C(=O)O
253,Kahalalide O,Bryopsis pennata,,CCC(C)C1NC(=O)C(C(C)O)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)CNC(=O)CCCC(C)C)C(C)OC(=O)C(C(C)C)NC1=O,CC(C)CCCC(=O)O
254,Kahalalide P,Bryopsis pennata,,CC(C)CCCCCC1CC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)N2CC(O)CC2C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(Cc2ccccc2)C(=O)NC(CCCCN)C(=O)N2CCCC2C(=O)O1,CC(C)CCCCCC(CC(=O)O)OC(=O)C1CCCN1C(=O)C(CCCCN)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C1CC(O)CN1C(=O)C(NC(=O)C(CO)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(C)C
255,Kahalalide Q,Bryopsis pennata,,CC(C)CCCCCC1CC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)N2CCCC2C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(Cc2ccccc2)C(=O)NC(CCCCN)C(=O)N2CCCC2C(=O)O1,CC(C)CCCCCC(CC(=O)O)OC(=O)C1CCCN1C(=O)C(CCCCN)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C1CCCN1C(=O)C(NC(=O)C(CO)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(C)C
256,Kahalalide R1,Elysia grandifolia ,,CC=C1NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)C(NC(=O)C(NC(=O)C(CCCN)NC(=O)C2CCCN2C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)CCCCCC(C)C)C(C)C)C(C)C)C(C)C)C(C)CC)C(C)OC(=O)C(C(C)C)NC1=O,CC(C)CCCCCC(=O)O
257,Kahalalide R2,Elysia grandifolia ,,CC=C1NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)C(NC(=O)C(NC(=O)C(CCCN)NC(=O)C2CCCN2C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CCCC(C)C)C(C)C)C(C)O)C(C)C)C(C)C)C(C)C)C(C)OC(=O)C(C(C)C)NC1=O,CC(C)CCCC(=O)O
258,Kahalalide S1,Elysia grandifolia ,,CC=C1NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)C(NC(=O)C(NC(=O)C(CCCN)NC(=O)C2CCCN2C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)CCCC(O)CC(C)C)C(C)C)C(C)C)C(C)C)C(C)CC)C(C)OC(=O)C(C(C)C)NC1=O,CC(C)CC(O)CCCC(=O)O
259,Kahalalide S2,Elysia grandifolia ,,CC=C1NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)C(NC(=O)C(NC(=O)C(CCCCN)NC(=O)C2CCCN2C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CCCC(C)C)C(C)C)C(C)O)C(C)C)C(C)C)C(C)CC)C(C)OC(=O)C(C(C)C)NC1=O,CC(C)CCCC(=O)O
260,Kahalalide V,Elysia rufescens,,CC(C)CCCC(O)CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)N1CCCC1C(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)CCCC(O)CC(=O)O
261,Kahalalide W,Elysia rufescens,,CC(C)CCCC1CC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N2CC(O)CC2C(=O)NC(CCCNC(=N)N)C(=O)O1,CC(C)CCCC(CC(=O)O)OC(=O)C(CCCNC(=N)N)NC(=O)C1CC(O)CN1C(=O)C(N)Cc1c[nH]c2ccccc12
262,Kahalalide X,Elysia rufescens,,CCCC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)O)C(C)CC)C(C)O,CCCC(=O)O
263,Kahalalide Y,Elysia rufescens,,CC(C)CCCCCC1CC(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(CC(N)=O)C(=O)NC(Cc2ccc(O)cc2)C(=O)O1,CC(C)CCCCCC(CC(=O)O)OC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(C)NC(=O)C1CCCN1C(=O)C(N)Cc1ccccc1)C(C)C
264,Kurstakin B1,Bacillus thuringiensis kurstaki HD-1,,CC(C)CCCCCCCC(=O)NC(C(=O)NCC(=O)NC(C)C(=O)NC1COC(=O)C(CCC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(Cc2cnc[nH]2)NC1=O)C(C)O,CC(C)CCCCCCCC(=O)O
265,Kurstakin B2,Bacillus thuringiensis kurstaki HD-1,,CCCCCCCCCCCC(=O)NC(C(=O)NCC(=O)NC(C)C(=O)NC1COC(=O)C(CCC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(Cc2cnc[nH]2)NC1=O)C(C)O,CCCCCCCCCCCC(=O)O
266,Kurstakin B3,Bacillus thuringiensis kurstaki HD-1,,CC(C)CCCCCCCCC(=O)NC(C(=O)NCC(=O)NC(C)C(=O)NC1COC(=O)C(CCC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(Cc2cnc[nH]2)NC1=O)C(C)O,CC(C)CCCCCCCCC(=O)O
267,Kurstakin B4,Bacillus thuringiensis kurstaki HD-1,,CC(C)CCCCCCCCCC(=O)NC(C(=O)NCC(=O)NC(C)C(=O)NC1COC(=O)C(CCC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(Cc2cnc[nH]2)NC1=O)C(C)O,CC(C)CCCCCCCCCC(=O)O
268,Kurstakin E1,Enterobacter cloacae C3,,CCCCCCCCCC(=O)NC(C(=O)NCC(=O)NC(C)C(=O)NC1COC(=O)C(CCC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(Cc2cnc[nH]2)NC1=O)C(C)O,CCCCCCCCCC(=O)O
269,Kurstakin E2,Enterobacter cloacae C3,,CCCCCCCCCCC(=O)NC(C(=O)NCC(=O)NC(C)C(=O)NC1COC(=O)C(CCC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(Cc2cnc[nH]2)NC1=O)C(C)O,CCCCCCCCCCC(=O)O
270,Kurstakin E3,Enterobacter cloacae C3,,CCCCCCCCCCCC(=O)NC(C(=O)NCC(=O)NC(C)C(=O)NC1COC(=O)C(CCC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(Cc2cnc[nH]2)NC1=O)C(C)O,CCCCCCCCCCCC(=O)O
271,Kurstakin N1,Bacillus sp. strain NK2018,,CCCCCCCCCC(O)CC(=O)NC(C(=O)NCC(=O)NC(C)C(=O)NC1COC(=O)C(CCC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(Cc2cnc[nH]2)NC1=O)C(C)O,CCCCCCCCCC(O)CC(=O)O
272,Kurstakin N2,Bacillus sp. strain NK2018,,CC(C)CCCCCCCC(O)CC(=O)NC(C(=O)NCC(=O)NC(C)C(=O)NC1COC(=O)C(CCC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(Cc2cnc[nH]2)NC1=O)C(C)O,CC(C)CCCCCCCC(O)CC(=O)O
273,Kurstakin N3,Bacillus sp. strain NK2018,,CCCCCCCCCCCC(O)CC(=O)NC(C(=O)NCC(=O)NC(C)C(=O)NC1COC(=O)C(CCC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(Cc2cnc[nH]2)NC1=O)C(C)O,CCCCCCCCCCCC(O)CC(=O)O
274,Kurstakin N4,Bacillus sp. strain NK2018,,CCCCCCCCCC(O)CC(=O)NC(C(=O)NCC(=O)NC(C)C(=O)NC(CO)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(N)=O)C(=O)O)C(C)O,CCCCCCCCCC(O)CC(=O)O
275,Kurstakin N5,Bacillus sp. strain NK2018,,CC(C)CCCCCCCC(O)CC(=O)NC(C(=O)NCC(=O)NC(C)C(=O)NC(CO)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(N)=O)C(=O)O)C(C)O,CC(C)CCCCCCCC(O)CC(=O)O
276,Kurstakin N6,Bacillus sp. strain NK2018,,CCCCCCCCCCCC(O)CC(=O)NC(C(=O)NCC(=O)NC(C)C(=O)NC(CO)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(N)=O)C(=O)O)C(C)O,CCCCCCCCCCCC(O)CC(=O)O
277,Laspartomycin C,Streptomyces viridochromogenes var. komabensis ATCC 29814,BGC0000379,CCC(C)C1NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C2CCCCN2C(=O)C(NC(=O)C(CC(=O)O)NC(=O)C=CCCCCCCCCCC(C)C)CNC(=O)C2CCCN2C1=O,CC(C)CCCCCCCCCC=CC(=O)O
278,Lichenysin A1,Bacillus licheniformis,BGC0000381,CCCCCCCCCC1CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)O1,CCCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(C)CC
279,Lichenysin A10,Bacillus licheniformis,BGC0000381,CCCCCCCCCCCCC1CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)O1,CCCCCCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(C)CC
280,Lichenysin A11,Bacillus licheniformis,BGC0000381,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)CC(CCCCCCCCCCC(C)C)OC1=O,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(=O)OC(CCCCCCCCCCC(C)C)CC(=O)O
281,Lichenysin A12,Bacillus licheniformis,BGC0000381,CCCCCCCCCCCCCC1CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)O1,CCCCCCCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(C)CC
